"","title","year","length","rating","votes"
"45335","Sea Chase, The",1955,117,5.7,299
"45336","Sea Devils",1937,88,5.3,13
"45337","Sea Devils",1953,91,4.9,39
"45354","Sea Wolves: The Last Charge of the Calcutta Light Horse, The",1980,120,6,431
"45373","Search and Destroy",1979,92,4,31
"45374","Search and Destroy",1988,99,2.4,18
"45394","Seas Beneath",1931,90,4.3,30
"45397","Seasoned Veteran: Journey of a Winter Soldier",2002,41,8.6,5
"45414","Second Arrival, The",1998,105,3.6,658
"45457","Secret Agent Club, The",1996,90,2.7,148
"45458","Secret Agent X-9",1937,294,8.9,9
"45459","Secret Agent X-9",1945,246,6.5,10
"45466","Secret Command",1944,82,7,7
"45495","Secret Mission",2004,103,7.2,6
"45510","Secret Service in Darkest Africa",1943,100,6.8,17
"45511","Secret Service of the Air",1939,61,3.6,25
"45533","Secret of the Ice Cave, The",1989,106,2.3,11
"45537","Secret of the Sword, The",1985,100,7.1,309
"45562","Secrets of the Wasteland",1941,66,7.3,18
"45564","Secretul lui Bachus",1984,120,9.4,15
"45657","Self Defense",1983,84,5.7,34
"45667","Sella d'argento",1978,100,6,28
"45707","Sender, The",1998,98,3.5,176
"45708","Sengoku burai",1952,135,8.6,7
"45709","Sengoku gunto-den",1959,115,8,7
"45733","Sensitive New-Age Killer",2000,88,4.2,31
"45743","Sentimental Reasons",1984,90,3.7,5
"45746","Sentinel 2099",1995,75,6,5
"45754","Senza filtro",2001,95,3.6,13
"45756","Senza ragione",1973,89,2.8,28
"45825","Serpent of Death, The",1989,98,4.7,25
"45841","Serye volki",1993,115,5.5,19
"45853","Set It Off",1996,123,6.1,1619
"45855","Set Up, The",1995,93,4.3,162
"45871","Sette folgori di Assur, Le",1962,88,5,5
"45883","Sette winchester per un massacro",1968,98,5.2,18
"45891","Seunlau ngaklau",2000,113,6.8,1283
"45892","Seven",1979,100,5.3,213
"45918","Seven Miles from Alcatraz",1942,62,5.3,32
"45922","Seven Secrets of Sumuru, The",1969,94,4.6,56
"46035","Sexual Intent",1994,88,3.7,18
"46054","Sfida dei giganti, La",1965,90,6.4,9
"46058","Sgt. Kabukiman N.Y.P.D.",1991,105,4.8,349
"46063","Sha sha ren, tiao tiao miu",1998,92,5.6,85
"46065","Shaan",1980,181,7.6,79
"46083","Shadow Conspiracy",1997,103,4.5,1078
"46087","Shadow Fury",2001,89,3.1,77
"46091","Shadow Men, The",1998,95,3.7,249
"46101","Shadow Warriors",1992,82,2.7,5
"46121","Shadow, The",1940,285,6.1,30
"46122","Shadow, The",1994,108,5.2,3386
"46141","Shaft",1971,100,6.5,2923
"46142","Shaft",2000,99,6,13742
"46143","Shaft in Africa",1973,112,5.6,475
"46145","Shaft's Big Score!",1972,104,6.1,454
"46158","Shakedown",1988,93,5.1,348
"46161","Shaker Run",1985,91,5.2,28
"46173","Shakti",1982,166,8.5,104
"46174","Shakti: The Power",2002,170,6.9,114
"46176","Shalimar",1978,85,5.9,60
"46201","Shanghai Knights",2003,114,6.3,7279
"46202","Shanghai Noon",2000,110,6.7,12258
"46218","Shao Lin men",1976,95,5.2,163
"46219","Shao Lin mu ren xiang",1976,106,6.2,192
"46220","Shao Lin san shi liu fang",1978,115,8,612
"46221","Shao Lin san shi liu zhu",1978,90,9.6,5
"46222","Shao Lin szu shih pa tung jen",1976,81,6.3,28
"46223","Shao Lin tzu",1979,111,7,370
"46224","Shao Lin xiao zi",1983,99,5.8,126
"46225","Shao Lin zi di",1974,101,5,6
"46242","Shark Attack",1999,92,3.1,512
"46245","Shark Hunter",2001,94,3.1,139
"46247","Shark Tale",2004,90,5.9,7819
"46249","Shark in a Bottle",1998,94,3.3,32
"46250","Shark rosso nell'oceano",1984,90,1.9,395
"46260","Shatter",1974,90,4.2,61
"46265","Shattered Lies",2002,95,3.2,19
"46278","She",1985,106,3.1,151
"46284","She Devils in Chains",1976,80,2.7,32
"46293","She Loved a Fireman",1937,58,6,15
"46306","She hao ba bu",1978,96,6.1,226
"46307","She hao dan xin zhen jiu zhou",1976,90,5.3,27
"46308","She nu yu chao",1978,80,5,10
"46309","She xing diao shou",1978,92,7.2,676
"46328","She-Devils on Wheels",1968,83,3.4,111
"46332","Sheena",1984,117,4,618
"46356","Shen bu you ji",1980,100,7.7,63
"46357","Shen da",1975,98,6.6,18
"46359","Shen tan guang tou mei",1982,98,3.9,14
"46363","Sheng shi chuan shuo",2000,122,6.8,29
"46398","Shi di chu ma",1980,90,7.1,646
"46399","Shi er jin pai",1970,90,6.8,16
"46400","Shi jie da shai",1989,90,4.9,29
"46401","Shi mian mai fu",2004,118,7.6,8700
"46404","Shi wan huo ji",1997,108,7.3,73
"46408","Shichinin no samurai",1954,206,8.9,32141
"46429","Shin jingi no hakaba",2002,131,6.9,243
"46450","Shinken shobu",1971,75,6.6,7
"46452","Shinobi no mono",1962,104,6.9,18
"46454","Shinsengumi",1969,122,6.2,10
"46484","Shiva",1990,145,8.6,42
"46518","Shocktroop",1989,117,1,6
"46527","Shogun Assassin",1980,86,7.1,961
"46531","Sholay",1975,162,7.4,1724
"46535","Shool",1999,138,6.7,51
"46543","Shoot to Kill",1988,109,6.4,1604
"46549","Shootfighter II",1995,95,4.6,54
"46550","Shootfighter: Fight to the Death",1992,100,4,95
"46567","Shopping",1994,106,5.1,495
"46603","Shottas",2002,95,6.4,48
"46614","Shout at the Devil",1976,119,6.1,268
"46616","Show",2003,120,6.5,101
"46640","Showdown in Little Tokyo",1991,79,5.1,1462
"46643","Showgirl Murders",1996,82,2.8,38
"46646","Showtime",2002,96,5.5,7689
"46662","Shu dan long wei",1995,101,5.8,604
"46664","Shu shan zheng zhuan",2001,104,5.9,627
"46667","Shuang long hui",1992,100,5.9,1379
"46675","Shui quan guai zhao",1978,88,7.2,9
"46679","Shura Yukihime",2001,93,5.8,687
"46681","Shurayukihime",1973,97,8.1,591
"46738","Sidekicks",1992,101,4.2,987
"46747","Sidewinder 1",1977,96,5.6,6
"46750","Sidste viking, Den",1997,88,5.7,51
"46768","Siege, The",1998,116,5.9,9725
"46769","Sieger, Die",1994,130,6.4,127
"46771","Siegfried und das sagenhafte Liebesleben der Nibelungen",1971,92,2.8,23
"46788","Siete espartanos, Los",1962,105,5.3,20
"46844","Silencer, The",1999,92,4.3,110
"46845","Silencers, The",1966,102,5.5,395
"46846","Silencers, The",1996,103,4.1,110
"46854","Silent Assassins",1988,92,3.7,22
"46857","Silent Conflict",1948,61,6.7,24
"46863","Silent Force, The",2000,90,3.6,32
"46866","Silent Hunter",1995,97,3.1,58
"46883","Silent Rage",1982,103,4.8,321
"46891","Silent Trigger",1996,90,4.7,432
"46896","Silicon Towers",1999,87,3.4,74
"46898","Silk",1986,84,4.5,23
"46899","Silk Degrees",1994,81,2.8,49
"46907","Silmido",2003,135,7.1,409
"46926","Silver Hermit from Shaolin Temple",1979,94,4.9,18
"46934","Silver Streak",1976,114,6.7,2472
"46935","Silver Streak, The",1934,85,6.5,22
"46941","Silverado",1985,127,7,6118
"46954","Simon Sez",1999,90,2.6,737
"46980","Sin City",2005,124,8.3,23473
"46995","Sinbad and the Eye of the Tiger",1977,113,5.6,645
"47054","Single-Handed",1953,83,6,83
"47063","Sinister Journey",1948,59,6.2,23
"47067","Sink the Bismarck!",1960,97,7.4,639
"47075","Sinnui yauman",1987,92,7.4,1606
"47076","Sinnui yauman II",1990,104,7,445
"47077","Sinnui yauman III: Do Do Do",1991,104,7,326
"47092","Sip si 32 doe",1996,90,7.5,245
"47107","Sirocco",1951,98,5.9,224
"47150","Siu lam ji",1976,126,7.2,74
"47151","Siu lam juk kau",2001,89,7.3,6680
"47152","Siunin Wong Fei-hung tsi titmalau",1993,90,7.4,3173
"47158","Six Days Seven Nights",1998,101,5.6,11112
"47167","Six Thousand Dollar Nigger, The",1980,80,3.3,26
"47174","Six-String Samurai",1998,91,6.2,1163
"47175","Six: The Mark Unleashed",2004,104,4.1,67
"47176","Sixpack Annie",1975,88,3.7,45
"47217","Skeleton Coast",1987,98,4,30
"47228","Ski Patrol",1990,91,3.7,276
"47231","Ski Troop Attack",1960,63,2.5,27
"47242","Skin Deep",2003,89,3.8,31
"47283","Sky Bandits",1986,95,3.8,29
"47285","Sky Captain and the World of Tomorrow",2004,106,6.5,12579
"47299","Sky Riders",1976,91,5.9,111
"47330","Slams, The",1973,91,4.7,17
"47336","Slap Shot",1977,123,7.2,5509
"47348","Slattery's Hurricane",1949,87,6.8,46
"47353","Slaughter in San Francisco",1974,89,3.4,68
"47356","Slaughter's Big Rip-Off",1973,92,5,51
"47362","Slave Girls from Beyond Infinity",1987,80,3.8,183
"47404","Sleeping Dogs",1977,107,5.9,96
"47471","Sloane",1984,94,1.3,13
"47485","Sluchay v kvadrate 36-80",1982,93,5.8,10
"47515","Small Soldiers",1998,110,5.8,6938
"47573","Smilla's Sense of Snow",1997,120,6.3,3722
"47592","Smokey Bites the Dust",1981,87,2.9,44
"47593","Smokey and the Bandit",1977,96,6.3,5237
"47594","Smokey and the Bandit II",1980,100,4.4,1669
"47597","Smokey and the Hotwire Gang",1979,85,2.2,5
"47624","Snake Island",2002,90,2.9,66
"47639","Sneakers",1992,126,7,11994
"47649","Sniper",1993,98,5.7,2298
"47654","Snitch",1996,97,4.4,28
"47655","Snitch",1998,90,6.2,412
"47657","Sno-Line",1984,89,4.3,6
"47675","Snow Treasure",1968,95,5.7,17
"47688","Snowbound",2001,93,3.8,69
"47806","Soft Deceit",1994,95,4.6,50
"47822","Sohni Mahiwal",1984,142,7.1,15
"47835","Sol Bianca: The Legacy",1999,200,5.5,28
"47844","Solarbabies",1986,94,4,556
"47849","Soldadera, La",1967,88,7.1,5
"47858","Soldier",1998,98,5.2,5590
"47860","Soldier Boyz",1995,90,4,211
"47871","Soldier, The",1982,96,4.5,153
"47889","Solid Cover",2000,97,3.5,6
"47895","Solimsa yongpali",1983,98,5.8,5
"47911","Solo",1996,94,3.5,699
"47913","Solo contro Roma",1962,100,5.3,11
"47948","Some Girls Do",1969,88,5,33
"47968","Somebody Up There Likes Me",1956,114,7.2,659
"47974","Someone to Die For",1995,105,4.7,39
"47978","Someone to Watch Over Me",1987,106,6.1,1668
"48011","Sometimes a Great Notion",1971,113,6.7,383
"48037","Son of Ali Baba",1952,75,5.4,74
"48049","Son of Kong, The",1933,70,5.6,316
"48051","Son of Monte Cristo, The",1940,102,5.9,75
"48052","Son of Paleface",1952,95,6.9,344
"48054","Son of Sinbad",1955,91,5.1,65
"48059","Son of the Mask",2005,94,1.9,1785
"48067","Sonatine",1993,94,7.5,2407
"48115","Sonic Impact",1999,94,4.4,124
"48126","Sono otoko, kyobo ni tsuki",1989,103,7.2,1333
"48162","Sorceress",1982,83,3.3,76
"48166","Sore Losers, The",1997,89,4.7,72
"48212","Soul Assassin",2001,96,4,376
"48230","Soulkeeper",2001,105,4.8,283
"48281","South Beach",1992,93,3.4,60
"48291","South Seas",1974,90,7.8,8
"48304","South of the Rio Grande",1932,61,4.6,13
"48309","Southern Cross",1999,102,4.1,48
"48310","Southern Discomfort: Wrestling on the Indie Circuit",2002,60,6.3,7
"48350","Space Mutiny",1988,108,1.7,1828
"48354","Space Raiders",1983,84,3.9,99
"48367","Spacejacked",1997,89,2.7,43
"48415","Spartacus",1960,198,8,17084
"48420","Spasmo",1974,94,5.1,65
"48422","Spawn",1997,98,4.6,7523
"48423","Spawn of the North",1938,110,6.9,49
"48444","Specialist, The",1994,110,4.7,6602
"48447","Species",1995,108,5.4,8963
"48463","Speed",1936,70,5.9,66
"48465","Speed",1994,116,7.1,32979
"48467","Speed 2: Cruise Control",1997,121,3.3,13268
"48468","Speed Demon",2003,85,2.6,98
"48469","Speed Kings, The",1913,8,4.7,12
"48470","Speed Zone!",1989,94,3.8,512
"48473","Speedtrap",1977,113,5,21
"48474","Speedway",1968,94,4.6,239
"48476","Speedy",1928,86,7.7,231
"48517","Spider-Man",2002,121,7.4,63228
"48518","Spider-Man 2",2004,127,7.9,40256
"48522","Spie uccidono a Beirut, Le",1965,89,5.9,6
"48523","Spie uccidono in silenzio, Le",1967,85,5.6,5
"48535","Spill",1996,87,2.6,145
"48592","Spitfire",1994,95,3.3,106
"48606","Split Decisions",1988,95,5.3,150
"48610","Split Second",1992,90,5.3,1120
"48615","Spoiler",1997,99,4.4,53
"48616","Spoilers of the Plains",1951,68,6.5,5
"48617","Spoilers, The",1930,86,6.6,12
"48618","Spoilers, The",1942,87,6.5,212
"48631","Spook Who Sat by the Door, The",1973,102,6.8,77
"48650","Sportloto-82",1982,95,5.7,56
"48652","Spotless",2005,90,3.9,44
"48660","Spriggan: The Movie",1998,90,6.5,584
"48689","Spy Game",2001,126,7,16736
"48690","Spy Hard",1996,81,4.5,4686
"48691","Spy Kids",2001,88,6.2,7400
"48692","Spy Kids 2: Island of Lost Dreams",2002,99,5.8,3175
"48693","Spy Kids 3-D: Game Over",2003,84,4.7,2597
"48695","Spy Smasher",1942,215,7.6,54
"48696","Spy Sorge",2003,182,6.5,41
"48699","Spy Who Loved Me, The",1977,123,6.9,8130
"48700","Spy in Black, The",1939,80,7.4,110
"48702","Spy with My Face, The",1965,88,5.7,67
"48705","Squadra antiscippo",1976,95,5.3,57
"48709","Squanderers",1996,95,2.1,26
"48769","Stacey",1973,81,5.6,12
"48778","Stag",1997,91,5.5,305
"48796","Stagecoach",1939,96,8,5646
"48835","Stand Alone",1985,94,4.9,34
"48843","Stand by for Action",1942,109,6.3,81
"48851","Standalone",2005,108,7.3,10
"48855","Stander",2003,111,7.2,659
"48877","Star Chamber, The",1983,109,6.1,1061
"48888","Star Packer, The",1934,53,4.8,110
"48895","Star Trek III: The Search for Spock",1984,105,6.2,9808
"48897","Star Trek V: The Final Frontier",1989,107,4.8,9215
"48898","Star Trek VI: The Undiscovered Country",1991,113,6.9,10367
"48899","Star Trek the Experience: The Klingon Encounter",1998,4,7,170
"48900","Star Trek: First Contact",1996,106,7.3,25046
"48901","Star Trek: Generations",1994,118,6.2,12651
"48902","Star Trek: Insurrection",1998,103,6.3,13395
"48903","Star Trek: Nemesis",2002,116,6.5,11785
"48906","Star Trek: The Wrath of Khan",1982,116,7.6,16333
"48908","Star Wars",1977,125,8.8,134640
"48909","Star Wars: Episode I - The Phantom Menace",1999,133,6.4,84488
"48910","Star Wars: Episode II - Attack of the Clones",2002,120,7,63889
"48911","Star Wars: Episode V - The Empire Strikes Back",1980,129,8.8,103706
"48912","Star Wars: Episode VI - Return of the Jedi",1983,135,8.1,82471
"48918","Star of Jaipur",1998,100,7.7,22
"48939","Stargate",1994,130,6.4,17520
"48963","Stars and Bars",1988,94,4.1,182
"48970","Starship Troopers",1997,129,6.7,32618
"48972","Starsky & Hutch",2004,101,6.3,13529
"48993","State Property",2002,88,2.7,265
"48994","State Property 2",2005,94,3.7,58
"49043","Stealth Fighter",1999,88,3.6,220
"49049","Steamboy",2004,126,6.6,529
"49054","Steel",1980,102,5.3,103
"49055","Steel",1997,97,2.6,1607
"49057","Steel Arena",1973,98,5.5,7
"49059","Steel Dawn",1987,100,4.1,454
"49062","Steel Lady, The",1953,84,6.1,39
"49066","Steel Spirit",2002,90,6,8
"49069","Steel and Lace",1991,92,5.4,131
"49070","Steele Justice",1987,95,3.4,52
"49077","Stein des Todes, Der",1987,93,3.9,13
"49124","Sterminatori dell'anno 3000, Gli",1983,103,3.6,65
"49135","Stick",1985,109,4.8,242
"49137","Stick to Your Guns",1941,63,7.6,17
"49144","Stickup, The",2001,94,6.2,230
"49187","Stingray",1978,100,4.2,37
"49200","Stockholmsnatt",1986,50,4.3,84
"49216","Stone",1974,103,5.7,112
"49220","Stone Killer, The",1973,95,5.7,199
"49240","Stop! Or My Mom Will Shoot",1992,87,3.2,5652
"49268","Storm Catcher",1999,91,3.8,311
"49276","Storm Trooper",1998,86,2.4,103
"49278","Storm Watch",2002,100,5.2,228
"49283","Stormquest",1987,89,2.6,20
"49289","Stormy Sun",1973,90,6.2,6
"49301","Story of Dr. Wassell, The",1944,140,6.7,136
"49340","Straight Into Darkness",2005,95,7.4,43
"49384","Strange Days",1995,145,6.9,11869
"49391","Strange Gamble",1948,61,7,15
"49435","Stranger, The",1995,98,3.8,95
"49450","Stranglehold",1994,73,4.5,13
"49464","Strategia per una missione di morte",1979,90,3.7,14
"49465","Strategic Air Command",1955,112,6.3,509
"49466","Strategic Command",1997,90,3.5,166
"49495","Street Corner Justice",1996,102,3.7,47
"49497","Street Fighter",1994,102,3.1,7321
"49498","Street Fighter II Movie",1994,94,6.6,812
"49499","Street Gun",1996,92,4.1,32
"49501","Street Hunter",1990,95,2.8,36
"49502","Street Justice",1989,93,4.8,23
"49503","Street Knight",1993,91,3.5,102
"49504","Street Law",1995,98,4.1,42
"49512","Street Wars",1992,92,3.9,17
"49516","Street of No Return",1989,90,6.1,60
"49519","Street of a Thousand Pleasures",1970,76,3.5,26
"49526","Streets of Fire",1984,93,6.2,1860
"49528","Streets of Gold",1986,95,5.9,113
"49530","Streetwalkin'",1984,86,6.6,32
"49553","Strike Commando",1987,90,2.2,49
"49558","Strike Zone",1999,111,4.4,28
"49564","Striking Distance",1993,112,5.3,4035
"49573","Strip Search",1997,90,2.5,62
"49590","Strofi, I",1982,102,6.6,9
"49609","Strul",1988,101,5.1,313
"49611","Stryker",1983,86,3.5,43
"49612","Stryker's War",1985,84,5.1,146
"49674","Styx",2001,93,4.4,194
"49686","Subconscious Cruelty",1999,92,5,105
"49693","Submarine",1928,93,6.7,17
"49697","Submarine D-1",1937,94,3.7,37
"49701","Submerged",2000,95,3.3,116
"49708","Substitute, The",1996,114,5.4,2032
"49714","Suburban Commando",1991,90,3.7,1199
"49753","Sudden Death",1977,84,3,8
"49754","Sudden Death",1985,95,4.2,20
"49755","Sudden Death",1995,110,5.1,3053
"49758","Sudden Fury",1997,102,5.2,74
"49759","Sudden Impact",1983,117,6.1,3107
"49771","Sueurs",2002,103,4.4,134
"49785","Sugarfoot",1951,80,4.7,16
"49788","Sugata Sanshiro",1965,159,8.3,75
"49790","Sui woo juen",1972,81,6.6,56
"49807","Suk san: Sun Suk san geen hap",1983,95,6.7,416
"49820","Sum of All Fears, The",2002,123,6.6,15835
"49878","Sun Never Sets, The",1939,97,6.5,18
"49888","Sunburn",1979,99,4.2,102
"49905","Sundown",2002,19,9.5,6
"49913","Sungnyangpali sonyeoui jaerim",2002,123,5.9,340
"49924","Sunset",1988,102,5.4,568
"49959","Super",1984,101,6.1,10
"49969","Super Mario Bros.",1993,104,3.6,5376
"49974","Super Speedway",1997,50,6.9,163
"49988","Superchick",1973,94,3.6,37
"49995","Superfights",1995,94,4.5,39
"49996","Superfly",1972,93,5.9,616
"49997","Supergirl",1984,150,3.9,2490
"50005","Superman",1941,10,7.5,148
"50007","Superman",1973,104,6.6,72
"50008","Superman",1978,151,7.1,17327
"50009","Superman Flies Again",1954,77,5.8,11
"50010","Superman II",1980,127,6.5,10085
"50011","Superman III",1983,125,4.6,6412
"50012","Superman IV: The Quest for Peace",1987,134,3.3,6171
"50013","Superman and the Jungle Devil",1954,77,6.7,11
"50014","Superman and the Mole Men",1951,67,6,89
"50015","Superman in Exile",1954,77,5.9,13
"50016","Superman's Peril",1954,77,6.3,9
"50018","Supermarkt",1974,84,6.9,30
"50030","Superstarlet A.D.",2000,70,5.4,23
"50035","Superuomini, superdonne, superbotte",1975,105,3.7,30
"50036","Supervan",1977,91,4.3,21
"50038","Supervixens",1975,99,5.8,518
"50050","Sur le seuil",2003,99,6.6,227
"50064","Surf Nazis Must Die",1987,83,3.2,581
"50070","Surface to Air",1997,93,4.1,83
"50073","Surfer, The",1986,90,4.5,5
"50081","Suriyothai",2001,142,6.7,431
"50099","Survival Game",1987,87,3,24
"50102","Survival Run",1980,89,3.2,36
"50104","Survival Zone",1983,90,4.2,12
"50105","Survivalist, The",1987,93,4.5,25
"50112","Surviving the Game",1994,96,5.4,1393
"50113","Survivor",1987,92,3.3,23
"50143","Suspension of Disbelief",2002,21,9.3,12
"50146","Suspicious Agenda",1994,97,3,31
"50152","Sustitutos, Los",2003,15,8.4,5
"50177","Svart fredag",1997,24,1.4,10
"50180","Svarte pantere",1992,85,4.7,34
"50201","Svoi",2004,111,8.4,97
"50202","Svoy sredi chuzhikh, chuzhoy sredi svoikh",1974,90,7.1,161
"50227","Swap",2004,63,7.2,13
"50233","Swarm, The",1978,156,3.8,986
"50246","Sweeney 2",1978,104,6.1,104
"50248","Sweeney!",1977,89,6.5,101
"50249","Sweeper, The",1995,90,4.4,95
"50250","Sweepers",1999,93,3.9,276
"50271","Sweet Jesus Preacher Man",1973,99,5.5,8
"50272","Sweet Justice",1992,90,3.4,34
"50287","Sweet Revenge",1987,78,2.8,27
"50297","Sweet Sugar",1973,90,4.7,42
"50364","Swiri",1999,125,6.6,1704
"50371","Switchback",1997,118,6.1,2195
"50372","Switchblade Sisters",1975,91,5.7,402
"50380","Sword and the Sorcerer, The",1982,100,5.1,683
"50381","Sword in the Desert",1949,101,6,20
"50384","Sword of Bushido",1989,104,4.7,18
"50387","Sword of the Valiant: The Legend of Sir Gawain and the Green Knight",1984,102,3.9,349
"50388","Swordfish",2001,99,6.2,20455
"50392","Swordsman, The",1993,92,3.5,71
"50395","Sworn to Justice",1996,97,5.4,40
"50432","Syostry",2001,83,6.6,218
"50467","T-Force",1995,105,3.1,74
"50472","T.N.T. Jackson",1975,72,3.7,63
"50476","T2 3-D: Battle Across Time",1996,12,7.2,2243
"50477","TC 2000",1993,91,3.3,126
"50488","Taarzan: The Wonder Car",2004,163,6.8,10
"50519","Tactical Assault",1998,92,3.6,134
"50523","Taegukgi hwinalrimyeo",2004,140,8.5,1792
"50528","Taffin",1988,96,5,170
"50537","Tag: The Assassination Game",1982,90,5.7,174
"50542","Tai ji zhang san feng",1993,96,7.1,1718
"50543","Tai quan zhen jiu zhou",1973,95,5.2,16
"50544","Tai yang zhi zi",1990,84,4.8,24
"50550","Taiheiyo no tsubasa",1963,101,5.8,6
"50551","Tail Lights Fade",1999,87,4.3,346
"50553","Tail Sting",2001,97,2.2,97
"50555","Tailspin Tommy",1934,248,7.3,10
"50556","Tailspin Tommy in The Great Air Mystery",1935,236,9.6,5
"50563","Taiyo no oji: Horusu no daiboken",1968,82,7.1,77
"50598","Take, The",1974,91,5.1,18
"50602","Takedown",2000,96,6.1,1469
"50610","Takin' It Back to the Streets",1998,135,8.6,15
"50617","Taking of Beverly Hills, The",1991,96,4,167
"50659","Tales from the Hood",1995,98,5.1,548
"50705","Tam i z powrotem",2002,102,6.4,25
"50738","Tang ren jie xiao zi",1977,115,6.2,26
"50739","Tang shan da xiong",1971,115,6.3,1468
"50740","Tanganyika",1954,81,5.7,20
"50744","Tangiers",1982,96,4.5,9
"50750","Tango & Cash",1989,104,5.4,7657
"50767","Tank",1984,110,4.9,688
"50771","Tank Girl",1995,104,4.6,4400
"50776","Tanks Are Coming, The",1951,90,5.8,24
"50808","Taras Bulba",1962,124,6,412
"50817","Target",2004,84,2.4,131
"50825","Target of Opportunity",2004,90,6.5,16
"50845","Tartari, I",1961,83,4.7,32
"50852","Tarzan Escapes",1936,90,6.3,290
"50853","Tarzan Finds a Son!",1939,82,6.4,315
"50854","Tarzan Goes to India",1962,88,4.6,62
"50856","Tarzan Triumphs",1943,76,5.8,174
"50857","Tarzan and His Mate",1934,104,7.4,538
"50858","Tarzan and the Amazons",1945,76,6.2,206
"50859","Tarzan and the Golden Lion",1927,57,4.1,9
"50860","Tarzan and the Great River",1967,88,5.3,40
"50861","Tarzan and the Green Goddess",1938,72,5.1,88
"50862","Tarzan and the Huntress",1947,72,5.7,144
"50863","Tarzan and the Jungle Boy",1968,99,5.2,51
"50864","Tarzan and the Leopard Woman",1946,72,6.1,202
"50865","Tarzan and the Lost City",1998,83,3.6,510
"50866","Tarzan and the Lost Safari",1957,80,5.4,73
"50867","Tarzan and the Mermaids",1948,68,5.5,177
"50868","Tarzan and the She-Devil",1953,75,4.7,60
"50869","Tarzan and the Slave Girl",1950,74,5.1,55
"50870","Tarzan and the Trappers",1958,70,4.4,56
"50871","Tarzan and the Valley of Gold",1966,90,6,50
"50872","Tarzan of the Apes",1918,55,5.9,60
"50873","Tarzan the Ape Man",1932,99,6.9,729
"50874","Tarzan the Fearless",1933,85,4.5,147
"50875","Tarzan the Magnificent",1960,82,5.6,98
"50877","Tarzan's Desert Mystery",1943,70,6.3,168
"50878","Tarzan's Fight for Life",1958,86,4.8,63
"50879","Tarzan's Greatest Adventure",1959,88,5.8,167
"50880","Tarzan's Hidden Jungle",1955,72,5.4,69
"50882","Tarzan's Magic Fountain",1949,73,5.3,54
"50883","Tarzan's New York Adventure",1942,71,6.6,313
"50884","Tarzan's Peril",1951,78,5.5,50
"50885","Tarzan's Revenge",1938,70,4.9,112
"50886","Tarzan's Savage Fury",1952,81,5.3,37
"50887","Tarzan's Secret Treasure",1941,81,6.3,220
"50888","Tarzan's Three Challenges",1963,92,5.2,58
"50889","Tarzan, the Ape Man",1959,82,3.6,45
"50890","Tarzan, the Ape Man",1981,107,3,1256
"50897","Tasogare Seibei",2002,129,8.2,1829
"50905","Taste of Hell, A",1973,90,3.8,19
"50925","Taur, il re della forza bruta",1960,89,2.6,14
"50942","Taxi",1998,86,6.7,6191
"50943","Taxi 2",2000,88,6.1,3847
"50944","Taxi 3",2003,87,5.2,2047
"50951","Taxi para tres",2001,90,7.1,165
"50960","Taxman, The",1999,104,5.7,169
"50966","Tayny madam Vong",1986,91,2.6,14
"50967","Taza, Son of Cochise",1954,79,5.3,52
"50995","Team America: World Police",2004,98,7.3,13104
"51002","Tears of the Sun",2003,121,6.2,8690
"51043","Teenage Mutant Ninja Turtles",1990,93,5.5,6946
"51044","Teenage Mutant Ninja Turtles II: The Secret of the Ooze",1991,88,4.6,3429
"51045","Teenage Mutant Ninja Turtles III",1993,96,4.1,2075
"51047","Teenage Space Vampires",1998,90,2.4,55
"51058","Teeth",1996,26,5.9,13
"51062","Tejing xinrenlei",1999,113,6.1,495
"51063","Tejing xinrenlei 2",2000,120,4.6,237
"51068","Telefon",1977,102,6.4,724
"51110","Templer, Der",2002,23,5.7,42
"51113","Tempo degli assassini, Il",1975,102,4.6,6
"51119","Temporale Rosy",1980,118,3.8,25
"51145","Ten Days to Tulara",1958,77,3.8,5
"51155","Ten Tall Men",1951,97,6.1,83
"51160","Ten to Chi to",1990,215,6.4,240
"51176","Tendre poulet",1978,105,6.8,93
"51184","Tengoku",2003,15,5.6,14
"51213","Tequila Sunrise",1988,115,5.7,4990
"51232","Terminal Entry",1986,98,3.9,22
"51235","Terminal Island",1973,88,4.7,62
"51236","Terminal Justice",1998,94,3.8,126
"51238","Terminal Rush",1995,94,2.9,51
"51240","Terminal Velocity",1994,97,5.2,2603
"51242","Termination Man",2000,92,1.9,29
"51243","Terminator 2: Judgment Day",1991,154,8.2,77614
"51244","Terminator 3: Rise of the Machines",2003,109,6.9,32111
"51245","Terminator Woman",1993,105,3.7,39
"51246","Terminator, The",1984,108,7.9,59772
"51256","Terra Estrangeira",1996,110,8.1,311
"51268","Terrible Beauty, A",1960,90,5.9,28
"51284","Terror Squad",1987,92,4,30
"51292","Terror in Paradise",1990,93,2.6,10
"51316","Terrorist",1995,108,5.7,9
"51333","Tesoro della foresta pietrificata, Il",1965,111,2.8,5
"51337","Tesseract, The",2003,96,5.2,165
"51364","Tetsuo",1988,69,6.6,1551
"51371","Teufelscamp der verlorenen Frauen",1977,78,4.2,5
"51387","Texas Chainsaw Massacre, The",2003,98,5.9,9587
"51389","Texas Detour",1978,92,3.8,9
"51392","Texas Lightning",1981,91,3.4,34
"51393","Texas Masquerade",1944,58,6.9,17
"51394","Texas Payback",1994,96,5.5,19
"51401","Texas Terror",1935,58,4.4,86
