"","title","year","length","rating","votes"
"26237","Japanese American Communities",1932,6,5.1,8
"26239","Japanese Village",1901,3,4.1,5
"26243","Jardin de Celibidache, Le",1997,147,2.6,12
"26255","Jaundiced Eye, The",1999,89,6.2,53
"26268","Jay Silverheels: The Man Behind the Mask",2000,47,7.3,6
"26275","Jazz Seen: The Life and Times of William Claxton",2001,81,7,19
"26279","Jazz on a Summer's Day",1960,85,7.4,146
"26308","Jean Cocteau, auto-portrait",1985,66,6.9,21
"26309","Jean Seberg: American Actress",1995,82,6.3,6
"26331","Jefftowne",1998,59,3.9,30
"26346","Jenin Yoman Miluim",2002,62,7.6,11
"26363","Jenseits des Krieges",1996,117,1.6,7
"26373","Jeremy Hardy Vs. the Israeli Army",2003,75,4.2,12
"26397","Jerusalem, min elskede",2004,73,4.6,7
"26400","Jesse 'The Body' Ventura: The Man, the Myth, the Legend",1999,60,4.4,29
"26421","Jesus, Du weisst",2003,87,6.4,39
"26449","Jew in the Lotus, The",1998,58,6,14
"26496","Jim Brown All American",2002,140,5.2,83
"26497","Jim Loves Jack",1996,53,6.7,6
"26498","Jim Shvante (marili svanets)",1930,55,6.9,53
"26501","Jim in Bold",2003,78,8,9
"26503","Jimi Hendrix",1973,98,7.6,167
"26504","Jimi Hendrix at the Isle of Wight",1992,56,6.8,60
"26505","Jimi Plays Berkeley",1971,55,7.2,26
"26506","Jimi Plays Monterey",1986,48,8.1,69
"26513","Jimmy Scott: If You Only Knew",2002,79,7.1,20
"26520","Jimmywork",2004,81,4.8,9
"26583","Jockey",2004,85,5.5,30
"26591","Joe D'Amato Totally Uncut",1999,101,7.3,26
"26623","Johan Cruijff - En un momento dado",2004,92,7,129
"26630","John F. Kennedy: Years of Lightning, Day of Drums",1966,85,7.4,27
"26631","John Ford Goes to War",2002,56,2.9,26
"26633","John Henrik Clarke: A Great and Mighty Walk",1996,90,7.9,34
"26637","John Huston and the Dubliners",1988,60,5.7,17
"26638","John Huston: The Man, the Movies, the Maverick",1989,119,7.5,31
"26642","John Lurie and the Lounge Lizards Live in Berlin",1992,105,2.5,13
"26646","John Wayne: Bigger Than Life",1990,55,1,6
"26661","Johnny Cash! The Man, His World, His Music",1969,94,7,25
"26726","Joli mai, Le",1963,165,7.7,21
"26739","Jon E. Edwards Is in Love",2003,85,7.2,13
"26743","Jonas in the Desert",1994,130,4.6,30
"26750","Jonker Diamond, The",1936,10,6.2,9
"26780","Jouer sa vie",1982,80,6.4,12
"26793","Journal/annales, 1000 et 1 heures, 1991-2001",2001,105,8.4,5
"26796","Journey Into Amazing Caves",2001,38,7.2,86
"26802","Journey Into the Beyond",1977,95,5.1,6
"26805","Journey Through the Past",1974,79,7.4,22
"26825","Journeys with George",2002,79,6.5,184
"26826","Journiac, la philosophie dans le boudin",1994,26,7.1,6
"26829","Joutilaat",2001,82,6.6,56
"26893","Judy's Time",2000,40,9.1,7
"26897","Juego de Cuba, El",2001,93,7,9
"26944","Juliana in zeventig bewogen jaren",1979,104,7.7,5
"26982","Jung (War) in the Land of the Mujaheddin",2001,114,8,27
"27001","Jungle Cat",1960,67,5.9,20
"27047","Jupiter Menace, The",1984,79,3.8,24
"27049","Jupiter's Wife",1995,87,7.5,49
"27077","Just Like Golf",2002,26,5.8,5
"27096","Just Watch Me: Trudeau and the 70's Generation",1999,76,6.5,21
"27106","Just an American Boy",2003,95,7.7,7
"27140","Juvies",2004,66,8.7,6
"27265","Kalte Heimat",1995,157,7.6,5
"27288","Kamikaze Hearts",1986,85,6,7
"27312","Kanalschwimmer",2004,93,7.2,5
"27316","Kandidat, Der",1980,129,7.5,10
"27319","Kanehsatake: 270 Years of Resistance",1993,119,7.9,28
"27372","Karaoke Fever",2001,90,8.2,12
"27385","Karen Black: Actress at Work",1999,55,5.5,13
"27386","Karen Blixen - storyteller",1995,90,6.6,11
"27387","Karins ansikte",1984,14,6.2,33
"27402","Karnevolucija",1997,3,8.5,6
"27505","Keep on 'Rockin",1969,26,6.2,14
"27507","Keep the River on Your Right: A Modern Cannibal Tale",2000,93,7.2,245
"27514","Keepers of the Frame",1999,70,7,20
"27540","Kelly Loves Tony",1998,60,7.5,6
"27568","Kerouac, the Movie",1985,78,6.3,27
"27585","Key West: City of Colors",2004,64,8.4,5
"27596","Keystone 'Patrician', The",1928,6,5.4,9
"27610","Khaneh siah ast",1963,20,9.4,22
"27665","Kid Stays In the Picture, The",2002,93,7.5,1532
"27667","Kid Who Couldn't Miss, The",1983,79,4.8,11
"27696","Kids Are Alright, The",1979,101,7.6,753
"27699","Kids in the Hall: Same Guys, New Dresses",2001,93,8.2,140
"27815","Killing of America, The",1982,90,6.5,88
"27845","Kinder sind tot, Die",2003,80,8.3,18
"27904","King of the Duplicators, The",1968,12,6.6,8
"27910","King of the Jews",2000,18,6.9,12
"27935","King's Story, A",1965,102,5.8,6
"27940","King: A Filmed Record... Montgomery to Memphis",1970,185,6.6,45
"27951","Kings of the Turf",1941,10,5.1,14
"27979","Kisangany Diary",1997,45,8,5
"28057","Kita-kitsune monogatari",1979,90,6.4,32
"28089","Klatka",2003,54,6,10
"28099","Kleine Godard an das Kuratorium junger deutscher Film, Der",1978,84,6.5,6
"28114","Klezmer on Fish Street",2004,85,9.3,6
"28119","Kloden rokker",1978,89,5.9,7
"28166","Know Your Enemy: Japan",1945,63,6.2,42
"28168","Know for Sure",1941,23,4.2,10
"28187","Kodo: The Drummers of Japan",1996,58,6.3,8
"28212","Koko, le gorille qui parle",1978,85,6.8,6
"28232","Komediant, The",2000,80,7.5,15
"28254","Komrades",2003,64,7.3,9
"28258","Kon-Tiki",1950,68,7.3,125
"28289","Kontakt",1956,97,6.2,8
"28303","Kopfleuchten",1998,90,6.3,16
"28332","Korps Mariniers, Het",1965,23,3.1,12
"28345","Kostnice",1970,10,6.4,39
"28361","Koyaanisqatsi",1983,87,7.9,4928
"28392","Kreivi",1971,92,5.5,17
"28396","Krieg und Frieden",1982,120,7,16
"28398","Kriegerin des Lichts",2001,91,6.9,8
"28416","Krokus: As Long as We Live",2004,82,7.3,7
"28424","Krooli",2004,26,5.6,9
"28425","Kroppen min",2002,26,6.6,39
"28427","Krpelj",1985,11,4.6,21
"28450","Krumped",2004,24,8.9,9
"28459","Krzysztof Kieslowski: I'm So-So...",1995,56,7.1,62
"28465","Ku qi de sha shou",2000,97,5.5,6
"28476","Kudzu",1976,16,7.4,5
"28507","Kung Pao Chicken",1997,5,4.5,32
"28511","Kung fu 2003",2003,15,9,6
"28532","Kurische Nehrung",2001,92,6.4,8
"28542","Kurosawa",2001,100,7.7,131
"28545","Kurt & Courtney",1998,95,6.2,1009
"28546","Kurt Gerrons Karussell",1999,70,5.7,14
"28576","Kyanq",1993,7,4.3,5
"28597","L'Chayim, Comrade Stalin",2002,93,6.5,10
"28598","L'Hidato Shel Adolf Eichmann",1994,91,7.8,5
"28618","LBJ",1968,18,8.2,10
"28620","LSD: Trip or Trap?",1967,19,7.3,7
"28636","Laatste Joegoslavische elftal, Het",2000,85,9.2,12
"28637","Laatste sessie, De",1991,92,7.5,7
"28661","Ladies Please!",1995,60,7.3,7
"28665","Ladies and Gentlemen, Mr. Leonard Cohen",1965,45,7.2,34
"28667","Ladies and Gentlemen: The Rolling Stones",1973,75,7.1,33
"28707","Lady Fights Back, A",1944,10,6.8,6
"28781","Lady with the Torch, The",1999,119,7.4,24
"28791","Ladyporn",2001,47,8.7,11
"28852","Lancaster, Pa., High School",1900,2,3.9,6
"28865","Land des Schweigens und der Dunkelheit",1971,85,8,52
"28868","Land of Look Behind",1982,90,9.1,14
"28909","Lao tou",1999,94,7.3,5
"28925","Laredo",1967,13,3.1,14
"28933","Lars from 1-10",1998,10,3.3,62
"28960","Last American Hobo, The",1967,82,1,10
"28977","Last Call at Maud's",1993,77,7.2,17
"28985","Last Clear Chance",1959,26,2.7,32
"28991","Last Customer, The",2003,23,8.2,24
"28993","Last Dance",2002,84,7.8,11
"28999","Last Days, The",1998,87,7.6,508
"29042","Last Just Man, The",2002,70,9.3,70
"29043","Last Klezmer: Leopold Kozlowski, His Life and Music, The",1994,85,7.3,15
"29047","Last Man Alive, The",1971,10,8,8
"29067","Last Party 2000",2001,90,6.3,205
"29068","Last Party, The",1993,96,5.4,206
"29134","Last Victory, The",2004,88,7.5,37
"29137","Last Waltz, The",1978,117,7.8,2314
"29153","Last of the Blue Devils, The",1979,90,4.7,23
"29178","Latcho Drom",1993,103,7.4,271
"29181","Late Breaking News",2004,86,9,9
"29185","Late Great Planet Earth, The",1979,90,3.5,60
"29203","Latter-Day Saint Leaders: Past and Present",1948,21,5,6
"29208","Lauf der Dinge, Der",1987,30,7.3,120
"29321","League of Ordinary Gentlemen, A",2004,93,6.1,23
"29322","League of Their Own, A",1987,27,7.6,5
"29328","Leap of Faith, A",1996,86,5.9,37
"29388","Legacy: Murder & Media, Politics & Prisons, The",1999,76,6.2,7
"29389","Legado",2004,70,6.2,5
"29408","Legend of Dolemite, The",1994,75,6,16
"29416","Legend of Leigh Bowery, The",2002,60,6.5,18
"29437","Legendary Champions",1968,77,8.2,5
"29441","Legends: The Who",1997,60,5.5,13
"29477","Lektionen in Finsternis",1992,50,8.4,184
"29479","Lemmy",2002,111,8.9,8
"29488","Lemonade Stories",2004,46,9,8
"29510","Lenny Bruce Without Tears",1972,78,5.6,15
"29511","Lenny Bruce: Performance Film",1967,72,6.6,28
"29512","Lenny Bruce: Swear to Tell the Truth",1998,100,8.4,163
"29524","Leonard-Cushing Fight",1894,1,4.4,20
"29531","Leopard Son, The",1996,87,7.3,64
"29542","Les Chiefs",2004,90,7.7,14
"29547","Lesbianas de Buenos Aires",2004,82,6.6,26
"29562","Let It Be",1970,81,7.3,615
"29564","Let It Come Down: The Life of Paul Bowles",1998,75,7.4,27
"29567","Let Me Die a Woman",1978,79,4.3,41
"29569","Let Me In, I Hear Laughter",2000,65,7.8,12
"29574","Let There Be Light",1946,58,7.6,41
"29591","Let's Get Frank",2003,75,6.1,8
"29594","Let's Get Lost",1988,120,7.8,115
"29602","Let's Go to the Movies",1949,9,6.3,10
"29610","Let's Rock Again!",2004,67,9.3,18
"29615","Let's Spend the Night Together",1982,95,5.7,93
"29640","Letter Without Words, A",1998,62,6.6,7
"29647","Letter to Jane",1972,52,6.1,26
"29649","Letter to True, A",2004,78,6,23
"29652","Letter: An American Town and the 'Somali Invasion', The",2003,76,7.7,64
"29658","Letters Not About Love",1997,60,7.5,6
"29662","Letters to Ali",2004,106,6,17
"29702","Lewis Mumford on the City, Part 3: The City and Its Region",1963,28,9,8
"29713","Lezate divanegi",2003,73,6.8,16
"29737","Libby, Montana",2004,124,9.1,7
"29744","Liberace of Baghdad, The",2005,74,8.4,9
"29760","Liberty Bound",2004,90,4.7,60
"29764","Liberty in Restraint",2004,100,7,5
"29777","Licensed to Kill",1997,80,6.5,31
"29796","Lieber Fidel - Maritas Geschichte",2000,56,7.1,41
"29822","Life Apart: Hasidism in America, A",1997,96,6,28
"29839","Life Without Death",2000,82,6.7,39
"29843","Life and Death on the A List",1996,50,6.7,10
"29844","Life and Debt",2001,80,7.1,155
"29846","Life and Times of Allen Ginsberg, The",1994,82,5.9,18
"29848","Life and Times of Hank Greenberg, The",1998,90,7.6,285
"29851","Life and Times of Rosie the Riveter, The",1980,65,7.5,49
"29870","Life of the Jews of Palestine",1913,78,5.8,5
"29874","Life with Big Cats",2000,53,8.8,8
"29892","Lifestyle, The",1999,78,5,77
"29893","Lifetime Guarantee: Phranc's Adventure in Plastic",2001,58,4,10
"29926","Lightning Over Braddock: A Rustbowl Fantasy",1988,80,5.8,9
"29927","Lightning Over Water",1980,116,6.7,132
"29931","Lightning in a Bottle",2004,108,6.2,85
"29968","Lilith on Top",2001,100,8,6
"29976","Lille og den store, Den",2001,70,5.8,5
"29987","Lily Tomlin",1986,90,6.1,39
"30020","Linda/Les and Annie",1992,32,6.2,6
"30021","Lindbergh",1990,56,2.1,7
"30024","Line King: The Al Hirschfeld Story, The",1996,86,7.2,60
"30041","Lion Roars Again, The",1975,17,4.8,20
"30044","Lion at World's End, The",1971,89,6.3,16
"30054","Lionheart: The Jesse Martin Story",1999,90,8.2,5
"30057","Lions of Capitalism, The",1977,55,6,10
"30065","Lipstick & Dynamite, Piss & Vinegar: The First Ladies of Wrestling",2004,75,7.6,27
"30093","Listen Up: The Lives of Quincy Jones",1990,115,4.6,55
"30094","Listen to Britain",1942,20,8.3,52
"30150","Little Dieter Needs to Fly",1997,80,7.9,229
"30264","Little Vicious, A",1991,30,5,16
"30286","Liv Ullmann scener fra et liv",1997,76,5.2,23
"30287","Liv till varje pris",1998,93,7.1,30
"30290","Live Forever",2003,82,6.8,233
"30296","Live Nude Girls Unite!",2000,75,6.4,130
"30309","Livets dans",1998,54,1.4,14
"30311","Living Buddha",1994,120,4.8,19
"30313","Living Desert, The",1953,69,7.9,140
"30321","Living Museum, The",1999,78,7.6,18
"30323","Living Proof: HIV and the Pursuit of Happiness",1994,72,6,5
"30324","Living Sea, The",1995,40,7,143
"30337","Living with...",1994,65,6.6,18
"30345","Lizzie Borden Hash & Rehash",1995,30,3,9
"30369","Loaded Gun: Life and Death and Dickinson",2002,60,8,5
"30394","Lock-Up: The Prisoners of Rikers Island",1994,75,8,7
"30409","Lodz Ghetto",1989,103,8.6,11
"30412","Log of the U-35, The",1919,27,6.9,7
"30414","Logan's Run: A Look Into the 23rd Century",1976,9,6.2,42
"30420","Loin du Vietnam",1967,120,6,30
"30443","London",1994,85,6.9,55
"30446","London Can Take It!",1940,9,7.9,27
"30451","London Orbital",2002,77,7.1,8
"30452","London Rock and Roll Show, The",1973,84,7.3,7
"30515","Long Gone",2003,90,7.7,27
"30529","Long Night's Journey Into Day",2000,94,8.1,76
"30544","Long Way Home, The",1997,120,7.7,126
"30580","Longshots",1994,60,7.7,7
"30584","Look Back at Crossbow, A",1965,10,6.2,15
"30594","Look at Liv, A",1979,67,6.5,5
"30595","Look at the World of SOYLENT GREEN, A",1973,10,6,28
"30606","Looking at London",1946,10,6.4,12
"30619","Looking for Richard",1996,111,7.3,2602
"30671","Los",2001,90,6.9,13
"30672","Los Angeles Plays Itself",2003,169,7.1,100
"30674","Los Angeles: 'Wonder City of the West'",1935,9,6,7
"30677","Los Zafiros: Music from the Edge of Time",2003,79,3.5,8
"30689","Loss of Nameless Things, The",2004,103,8.6,7
"30695","Lost Angeles",2000,90,6.2,8
"30698","Lost Book Found",1996,35,7.5,21
"30700","Lost Boys of Sudan",2003,87,7.5,87
"30705","Lost Children of Berlin, The",1997,50,6.3,25
"30719","Lost In La Mancha",2002,89,7.4,2112
"30733","Lost Stooges, The",1990,55,5.6,12
"30747","Lost Worlds: Life in the Balance",2001,40,8.2,26
"30766","Lost, Lost, Lost",1976,178,6.4,9
"30784","Lou Reed: Rock and Roll Heart",1998,73,7.7,61
"30786","Louie Bluie",1986,75,8.5,29
"30791","Louis Prima: The Wildest!",1999,90,6.4,35
"30799","Louisiana Story",1948,78,7.7,147
"30857","Love Goddesses, The",1965,87,7.2,129
"30885","Love Letter to Edie",1975,14,6.8,29
"30925","Love Story: Berlin 1942",1997,48,8.6,5
"30946","Love and Diane",2002,155,8,30
"30952","Love and Music",1971,83,8.6,7
"31055","Lowell Blues: The Words of Jack Kerouac",2000,30,8.9,7
"31071","Luchino Visconti",1999,60,5,38
"31090","Luck, Trust & Ketchup: Robert Altman In Carver Country",1993,90,4.9,48
"31094","Luckiest Nut in the World, The",2002,20,9,8
"31117","Lucky People Center International",1998,85,7.2,135
"31125","Lucky Three an Elliott Smith Portrait",1997,11,8.4,51
"31133","Lucy Tsak Tsak",2000,2,5.1,17
"31151","Lugosi: Hollywood's Dracula",1997,55,8.6,15
"31152","Lui yun na wa yee",2000,100,6.7,28
"31164","Lulu in Berlin",1984,50,6.1,10
"31216","Lungo il fiume",1992,81,8.3,6
"31254","Lutrede, De",2002,74,3.2,72
"31308","MC5*: A True Testimonial",2002,120,7,51
"31310","MGM Sarajevo: Covjek, Bog, Monstrum",1994,94,9.7,9
"31316","Ma Sheraiti B'Hebron",1999,73,6.9,7
"31340","Maa",2001,120,6,8
"31380","Maceo",1994,85,8.7,14
"31391","Machssomim",2003,80,7.7,52
"31392","Macht der Bilder: Leni Riefenstahl, Die",1993,180,7.9,375
"31438","Mad Dogs & Englishmen",1971,117,6.2,29
"31500","Made in Denmark",2002,59,8.9,8
"31506","Made in Milan",1990,20,6.7,23
"31540","Madonna: Truth or Dare",1991,114,5.5,2660
"31549","Mae Day: The Crumbling of a Documentary",1992,10,3.4,109
"31553","Maestro",2003,89,6,15
"31560","Maestro: King of the Cowboy Artists, The",1995,54,8.2,5
"31580","Magia nuda",1975,100,5.6,27
"31593","Magic On a Stick",1946,10,5.9,6
"31607","Magic Years, Vol. 1, The",1987,55,8.4,26
"31609","Magic of Flight, The",1996,40,5.7,48
"31610","Magic of Hollywood... Is the Magic of People, The",1976,21,6.1,7
"31614","Magical Life of Long Tack Sam, The",2003,90,6.7,44
"31617","Magical World of Chuck Jones, The",1992,93,6.3,56
"31674","Mai's America",2002,71,6.6,28
"31699","Main Street on the March!",1941,20,6.8,7
"31760","Making Venus",2002,70,7.2,10
"31766","Making and Meaning of 'We Are Family', The",2002,64,1.6,10
"31768","Making of 'Butch Cassidy and the Sundance Kid', The",1970,42,6.7,79
"31771","Making of a New Empire, The",1999,95,5.5,16
"31797","Malamondo, I",1964,110,6.3,7
"31805","Malcolm X",1972,91,5.9,58
"31814","Maledetta mia",2003,50,9.1,7
"31876","Mamadrama: The Jewish Mother in Cinema",2001,73,5.4,5
"31879","Mamas & the Papas: Straight Shooters",1988,80,8.6,5
"31892","Mamma",1982,91,5.2,6
"31954","Man Who Drove with Mandela, The",1998,82,6.3,6
"31969","Man Who Makes the Difference, The",1968,7,6.6,13
"31974","Man Who Saw Tomorrow, The",1980,90,5.2,210
"31976","Man Who Skied Down Everest, The",1975,85,6.6,29
"31996","Man and Dog",1999,15,5,16
"32053","Man of Aran",1934,76,7.8,205
"32132","Mandela",1996,118,7.8,28
"32173","Mani Matter - Warum syt dir so truurig?",2002,92,7.6,27
"32218","Mannen som elsket Haugesund",2004,60,6.4,30
"32244","Manpower",1942,10,6.3,7
"32249","Manson",1973,83,6.9,96
"32263","Manufacturing Consent: Noam Chomsky and the Media",1992,167,7.6,744
"32289","Marathon",1992,105,8.4,5
"32307","March of Time: Inside Nazi Germany",1938,16,4.8,6
"32312","Marche de l'empereur, La",2005,85,7.2,90
"32313","Marche gaie, La",1980,15,8.9,6
"32362","Maria's Story",1990,53,7.6,5
"32396","Marijuana",1968,34,5.4,15
"32400","Marilyn",1963,83,6.7,20
"32403","Marilyn Monroe: Beyond the Legend",1987,60,7.1,18
"32405","Marilyn's Man",2004,92,7.6,24
"32410","Marines in the Making",1942,9,5.7,11
"32419","Mariposas en el andamio",1996,70,8.1,8
"32426","Marjoe",1972,88,5.8,75
"32428","Mark Twain's America in 3D",1998,52,6.8,5
"32451","Marlene",1984,94,7.5,118
"32453","Marlene Dietrich: Her Own Song",2001,100,7.6,82
"32479","Married Couple, A",1969,97,8.8,17
"32507","Martha & Ethel",1994,78,6.6,33
"32520","Martin",1999,50,6.8,5
"32523","Martin Lawrence Live: Runteldat",2002,113,4.6,504
"32546","Mary Pickford: A Life on Film",1997,98,8.4,25
"32574","Mashgh-e Shab",1989,86,8.4,49
"32596","Maso et Miso vont en bateau",1975,55,9.6,6
"32627","Massoud, l'Afghan",1998,89,8.6,32
"32636","Master and His Pupil, The",2003,87,7.4,11
"32659","Matanza",2002,73,9.4,5
"32725","Mau Mau Sex Sex",2001,80,6.8,40
"32739","Mauvaise conduite",1984,112,9.3,32
"32744","Maverick's: A Documentary Film",1998,60,8.3,7
"32773","Maya Lin: A Strong Clear Vision",1994,105,7.1,94
"32788","Mayor of the Sunset Strip",2003,94,7.5,319
"32805","McCarthy: Death of a Witch Hunter",1975,55,5,7
"32814","McLibel",1998,53,7.4,14
"32828","Me and My Matchmaker",1996,55,6.4,7
"32866","Meat",1976,112,5.7,21
"32881","Mechanized Death",1961,28,7.4,7
"32892","Medicine Ball Caravan",1971,88,6,9
"32917","Meet Marlon Brando",1966,28,6.8,31
"32938","Meet the Stars: Meet Roy Rogers",1941,10,9.8,5
"32940","Meetin' WA",1986,26,4.7,24
"32944","Meeting People Is Easy",1999,99,7.5,733
"32949","Megacities",1998,90,7.2,47
"32954","Megalos Erotikos, O",1973,70,8.5,10
"32966","Meier 19",2001,100,7.7,6
"32972","Mein Krieg",1990,90,7.9,22
"32983","Mein liebster Feind - Klaus Kinski",1999,95,7.6,861
"32986","Meine Schwester Maria",2002,90,6.7,43
"32996","Meisterspiel, Das",1998,106,6.9,7
"33005","Melancholian kolme huonetta",2004,106,7.5,44
"33017","Melody",1953,10,7.2,30
"33039","Memoria del agua, La",1994,82,5.7,6
"33040","Memoria del saqueo",2004,120,8.1,81
"33047","Memories of Famous Hollywood Comedians",1952,10,6.2,6
"33053","Memory of Justice, The",1976,278,9.1,28
"33055","Memory of the Camps",1985,56,8.4,39
"33057","Memphis Belle: A Story of a Flying Fortress, The",1944,45,7.8,144
"33072","Men Who Would Conquer China, The",2004,78,6.6,5
"33086","Men of Arnhem",1946,82,6.4,20
"33096","Men of the Lightship",1940,10,7.2,12
"33122","Menmaniacs - The Legacy of Leather",1995,86,8.4,10
"33127","Menq",1969,27,7,5
"33130","Menschen am Sonntag",1930,74,8.4,87
"33144","Mer dare",1983,47,7.2,6
"33145","Mer enn et bryllup",2003,50,6,7
"33233","Messe pour un corps",1975,21,9.1,6
"33250","Metaal en melancholie",1993,80,8.8,16
"33254","Metallica: Some Kind of Monster",2004,135,7.5,1499
"33311","Mi Marilyn",1975,15,6.2,5
"33312","Mi Puerto Rico",1995,90,9.7,7
"33364","Michael Jordan to the Max",2000,46,6.8,307
"33367","Michael Laudrup - en fodboldspiller",1993,74,6.5,15
"33368","Michael Moore Hates America",2004,125,4.2,629
"33369","Michael Nyman Songbook, The",1992,55,8.8,17
"33376","Michelangelo: A Self Portrait",1989,85,6.6,5
"33421","Microcosmos: Le peuple de l'herbe",1996,73,7.6,2018
"33429","Middle of the Moment",1995,80,9.2,15
"33518","Mighty Manhattan, New York's Wonder City",1949,20,5.9,21
"33520","Mighty Mo: The Battleship USS Missouri",1998,150,7.5,8
"33525","Mighty Times: The Children's March",2004,40,8.6,15
"33526","Mighty Times: The Legacy of Rosa Parks",2002,40,9.1,23
"33557","Milagro de Candeal, El",2004,124,7.2,18
"33562","Milan Hlavsa a Plastic People of the Universe",2001,74,6.6,8
"33573","Miles Electric: A Different Kind of Blue",2004,87,8.7,9
"33606","Millhouse",1971,92,6.7,52
"33619","Million Dollar Nickel, The",1952,10,5.3,9
"33651","Mimi",2003,105,6.2,6
"33666","Min mamma hade fjorton barn",2000,80,8.4,12
"33667","Min morfars morder",2004,59,7.1,14
"33711","Mingus: Charlie Mingus 1968",1968,58,7.9,9
"33742","Mio viaggio in Italia, Il",1999,246,8.2,360
"33760","Miracle of Sound, The",1940,11,5.9,16
"33810","Misbehavers, The",2004,120,7.7,21
"33851","Miss Nude America",1976,82,6.6,16
"33864","Miss... or Myth?",1987,60,8.6,5
"33868","Missile",1987,115,6.5,12
"33873","Missing Allen - Wo ist Allen Ross?",2001,90,8.4,52
"33882","Missing Peace",2003,92,6.6,15
"33897","Mission to Mir",1997,40,6.3,58
"33905","Missionary Positions",2005,80,9.5,20
"33912","Mississippi Blues",1983,96,7.2,24
"33926","Mister Gardenia Jones",1942,13,1.5,10
"33947","Mistral, Le",1965,30,6.7,5
"33958","Mit Ikea nach Moskau",2001,90,8.4,11
"33959","Mit Verlust ist zu rechnen",1992,118,8.2,13
"33968","Mitte, Die",2004,85,7,23
"33984","Mizaldo, Kraj Teatra",1994,71,8.5,6
"33999","Mo yan ka sai",2000,91,8.2,20
"34003","Moana",1926,85,7.5,18
"34034","Modern New Orleans",1940,8,6.5,7
"34040","Modern Warriors",2002,56,5.8,32
"34047","Modulations",1998,75,6.8,96
"34072","Moindre des choses, La",1997,105,4.7,28
"34077","Mojados: Through the Night",2004,65,9,107
"34092","Molly & Mobarak",2003,85,8.3,9
"34117","Moment of Impact",1998,117,7.7,6
"34124","Moments in Music",1950,10,7.9,11
"34125","Momentum",1992,20,5.5,6
"34160","Mond im Skorpion",1997,47,9.5,7
"34163","Monde du silence, Le",1956,86,7.7,54
"34164","Monde sans soleil, Le",1964,93,7.4,14
"34169","Mondo Freudo",1966,80,4,17
"34170","Mondo Hollywood",1967,91,7.2,9
"34173","Mondo Mod",1967,147,4.5,15
"34176","Mondo Topless",1966,60,3.9,117
"34178","Mondo balordo",1964,93,4.1,17
"34180","Mondo cane",1962,97,5.7,312
"34181","Mondo cane 2",1964,94,6,78
"34182","Mondo cane 2000 l'incredibile",1988,80,4.3,6
"34185","Mondo dell'orrore di Dario Argento, Il",1985,76,5.2,115
"34186","Mondo di notte numero 3",1963,100,3.9,7
"34187","Mondo di notte, Il",1959,95,7,6
"34189","Mondovino",2004,159,7.2,135
"34192","Mones com la Becky",1999,97,7.4,22
"34199","Money Talks",1972,81,4.6,11
"34222","Monique et Christiane",1976,30,9,5
"34223","Monique, Lip I",1973,20,9.2,5
"34284","Monster Road",2004,80,9.5,8
"34319","Montand",1994,135,6.5,15
"34324","Monte Hellman: American Auteur",1997,14,3.2,22
"34330","Monterey Pop",1968,78,7.7,332
"34332","Montgomery Clift",1983,122,6.2,19
"34344","Moog",2004,72,7.2,16
"34349","Moon Over Broadway",1997,97,6.5,48
"34427","More Than Famous",2002,70,9.4,5
"34456","Mormor, Hitler och jag",2001,17,8,24
"34465","Moro No Brasil",2002,105,6.6,78
"34481","Mort des malades, souffrance des familles",1993,30,9,5
"34482","Mort des malades, souffrance des soignants",1991,31,9,5
"34484","Mort du jeune aviateur anglais, La",1993,36,7.3,7
"34498","Morte Densa",2003,55,8,5
"34512","Morten Korch - Solskin kan man altid finde",1999,52,1,44
"34523","Moscou sous la neige",1908,7,7.2,34
"34529","Moskovskaya elegiya",1987,88,8.7,17
"34579","Mother Ireland",1998,52,2.8,10
"34586","Mother Teresa",1986,81,7.1,18
"34605","Motion & Emotion",1990,90,5.9,6
"34629","Mountain Gorilla",1992,40,5.6,10
"34635","Mountain of Fire: The Search for the True Mount Sinai",2002,46,3.8,9
"34674","Movie Album, The",1931,10,6.3,19
"34684","Moviemakers, The",1971,13,6.4,8
"34697","Moving the Mountain",1994,83,6.4,38
"34706","Mozart in Turkey",2000,90,8,6
"34713","Mr Jinnah: The Making of Pakistan",1997,90,8.6,8
"34735","Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",1999,91,7.3,1181
"34742","Mr. Edison at Work in His Chemical Laboratory",1897,1,4.6,15
"34750","Mr. Hoover and I",1989,90,5.2,10
"34890","Muhammad Ali, the Greatest",1969,94,6.9,26
"34918","Mule Skinner Blues",2001,93,6.3,37
"34948","Mumia Abu-Jamal: A Case for Reasonable Doubt?",1997,75,6.3,27
"34994","Mur",2004,100,8.2,22
"34999","Muraren",2002,95,6.6,44
"35000","Murarz",1973,18,6.6,17
"35002","Murbah Swamp Beer",2002,7,6.7,13
"35029","Murder by Numbers",2001,51,4.7,24
"35048","Murder of Emmett Till, The",2003,53,6.3,39
"35049","Murder of Fred Hampton, The",1971,88,9.4,5
"35081","Murs du silence, Les",1998,30,9.2,5
"35107","Music for the Movies: Toru Takemitsu",1994,58,4.9,13
"35108","Music from the Inside Out",2004,89,8.2,9
"35190","My Architect: A Son's Journey",2003,116,7.5,445
"35229","My Crasy Life",1992,95,8.6,7
"35254","My Father's Son",2002,80,8.4,9
"35257","My Father, the Genius",2002,84,7,28
